carat,cut,color,clarity,depth,table,price,x,y,z
0.52,Premium,G,VVS2,61.0,58.0,2385.5,5.21,5.15,3.16
0.59,Ideal,D,SI1,61.6,57.0,2385.5,5.44,5.41,3.34
0.59,Premium,D,SI1,62.8,57.0,2385.5,5.38,5.32,3.36
0.7,Very Good,J,SI1,58.4,62.0,2386.8,5.85,5.87,3.42
0.5,Ideal,G,VVS2,62.7,55.0,2386.8,5.07,5.1,3.19
0.54,Premium,I,IF,58.8,61.0,2386.8,5.35,5.29,3.13
0.51,Ideal,F,VS1,62.5,55.0,2386.8,5.13,5.08,3.19
0.51,Ideal,F,VS1,61.9,56.0,2386.8,5.17,5.11,3.18
0.51,Ideal,F,VS1,62.1,56.0,2386.8,5.15,5.13,3.19
0.51,Ideal,F,VS1,61.7,54.0,2386.8,5.17,5.14,3.18
0.51,Premium,F,VS1,61.4,58.0,2386.8,5.18,5.15,3.17
0.6,Very Good,E,SI1,63.2,56.0,2386.8,5.38,5.32,3.38
0.51,Ideal,F,VS1,61.3,54.0,2386.8,5.23,5.12,3.17
0.51,Premium,F,VS1,60.9,57.0,2386.8,5.27,5.17,3.18
0.54,Ideal,F,VS2,61.9,56.0,2386.8,5.22,5.21,3.23
0.51,Ideal,H,VVS1,61.7,57.0,2388.1,5.12,5.15,3.16
0.57,Ideal,G,VS1,62.3,53.7,2388.1,5.32,5.35,3.32
0.56,Ideal,G,VS1,60.8,55.0,2388.1,5.34,5.36,3.25
0.57,Ideal,G,VS1,62.2,54.0,2388.1,5.31,5.33,3.31
0.59,Premium,I,VVS1,62.8,58.0,2388.1,5.34,5.3,3.34
0.54,Ideal,F,VS2,63.0,57.0,2388.1,5.22,5.18,3.28
0.54,Ideal,F,VS2,64.2,54.0,2388.1,5.19,5.12,3.31
0.51,Premium,E,VS1,62.3,56.0,2388.1,5.14,5.13,3.2
0.5,Premium,F,SI1,62.4,57.0,2389.4,5.13,5.1,3.19
0.55,Very Good,G,VVS1,60.8,58.0,2389.4,5.25,5.3,3.21
0.46,Very Good,F,VVS1,62.3,56.0,2389.4,4.94,4.98,3.09
0.59,Very Good,E,VS2,59.9,56.0,2389.4,5.46,5.49,3.28
0.51,Very Good,D,VS1,63.1,58.0,2389.4,5.05,5.1,3.2
0.5,Premium,G,VVS2,59.6,60.0,2389.4,5.15,5.18,3.08
0.5,Premium,G,VVS2,60.9,59.0,2389.4,5.09,5.12,3.11
0.5,Ideal,G,VVS2,61.2,56.0,2389.4,5.1,5.13,3.13
0.5,Very Good,G,VVS2,60.9,61.0,2389.4,5.11,5.13,3.12
0.5,Ideal,G,VVS2,61.4,57.0,2389.4,5.1,5.13,3.14
0.5,Premium,G,VVS2,61.6,60.0,2389.4,5.1,5.13,3.15
0.5,Ideal,G,VVS2,60.5,55.0,2389.4,5.13,5.15,3.11
0.5,Very Good,G,VVS2,62.9,57.0,2389.4,5.04,5.11,3.19
0.5,Very Good,G,VVS2,62.8,57.0,2389.4,4.99,5.04,3.15
0.5,Ideal,G,VVS2,62.1,55.0,2389.4,5.05,5.09,3.15
0.5,Ideal,G,VVS2,62.3,56.0,2389.4,5.05,5.09,3.16
0.5,Very Good,G,VVS2,60.7,57.0,2389.4,5.1,5.14,3.11
0.5,Ideal,G,VVS2,62.0,56.0,2389.4,5.09,5.13,3.17
0.64,Good,D,SI1,57.7,57.0,2389.4,5.69,5.75,3.3
0.59,Ideal,I,VVS1,62.2,55.0,2389.4,5.38,5.39,3.35
0.59,Ideal,E,VS2,62.2,58.0,2389.4,5.35,5.39,3.34
0.5,Ideal,H,VVS1,60.6,55.0,2389.4,5.17,5.13,3.12
0.5,Very Good,H,VVS1,63.5,58.0,2389.4,5.03,4.98,3.18
0.5,Premium,H,VVS1,62.5,58.0,2389.4,5.1,5.05,3.17
0.5,Premium,F,VS1,62.3,55.0,2389.4,5.09,5.06,3.16
0.5,Ideal,F,VS1,62.5,57.0,2389.4,5.09,5.06,3.17
0.5,Premium,F,VS1,61.8,60.0,2389.4,5.1,5.06,3.14
0.5,Premium,F,VS1,61.3,59.0,2389.4,5.15,5.09,3.14
0.5,Premium,F,VS1,62.0,58.0,2389.4,5.1,5.03,3.14
0.8,Premium,J,SI1,61.4,57.0,2389.4,5.98,5.95,3.66
0.51,Very Good,E,VS1,61.1,59.0,2390.7000000000003,5.14,5.2,3.16
0.51,Ideal,G,VVS1,60.8,56.0,2390.7000000000003,5.21,5.22,3.17
0.71,Ideal,G,SI2,62.8,57.0,2392.0,5.68,5.63,3.55
0.52,Very Good,E,VS1,59.8,61.0,2392.0,5.19,5.22,3.11
0.59,Very Good,H,VVS2,62.3,55.0,2392.0,5.42,5.33,3.35
0.6,Ideal,D,SI1,62.3,57.0,2392.0,5.42,5.37,3.36
0.55,Ideal,D,SI1,60.9,57.0,2392.0,5.29,5.32,3.23
0.7,Good,H,SI1,65.4,59.0,2392.0,5.46,5.52,3.59
0.7,Fair,H,SI1,66.0,56.0,2392.0,5.5,5.53,3.64
0.71,Good,I,VS2,64.0,59.0,2392.0,5.61,5.55,3.57
0.71,Fair,I,VS2,61.6,67.0,2392.0,5.76,5.61,3.5
0.71,Very Good,I,VS2,63.4,56.0,2392.0,5.65,5.61,3.57
0.66,Very Good,H,VS2,60.9,57.0,2393.3,5.63,5.65,3.43
0.51,Very Good,E,VS1,59.6,56.0,2393.3,5.19,5.24,3.11
0.71,Very Good,J,SI1,62.8,57.0,2393.3,5.64,5.67,3.55
0.6,Very Good,D,SI1,60.0,56.0,2393.3,5.46,5.51,3.29
0.55,Ideal,G,VS1,60.9,55.0,2393.3,5.27,5.31,3.22
0.51,Ideal,E,VS1,62.0,57.0,2393.3,5.11,5.15,3.18
0.51,Good,E,VS1,61.3,63.0,2393.3,5.11,5.16,3.15
0.62,Premium,G,VS2,60.9,59.0,2393.3,5.52,5.48,3.35
0.62,Premium,G,VS2,60.2,60.0,2393.3,5.58,5.52,3.34
0.62,Premium,G,VS2,61.1,59.0,2393.3,5.56,5.5,3.38
0.65,Ideal,F,SI1,61.4,58.0,2393.3,5.56,5.5,3.39
0.52,Good,F,VS1,64.2,58.0,2393.3,5.1,5.02,3.25
0.5,Ideal,H,VVS2,61.6,57.0,2394.6,5.08,5.14,3.15
0.5,Ideal,G,VVS2,62.2,56.0,2394.6,5.08,5.11,3.17
0.54,Ideal,D,VS2,61.2,56.0,2394.6,5.23,5.29,3.22
0.51,Very Good,G,VVS2,63.5,55.0,2394.6,5.09,5.05,3.22
0.53,Ideal,H,VVS1,61.2,56.0,2394.6,5.25,5.27,3.22
0.52,Premium,D,VS2,62.8,58.0,2394.6,5.14,5.11,3.22
0.52,Premium,D,VS2,62.4,58.0,2394.6,5.13,5.09,3.19
0.51,Ideal,G,VVS2,61.6,56.0,2394.6,5.14,5.12,3.16
0.51,Ideal,G,VVS2,62.9,57.0,2394.6,5.12,5.06,3.2
0.51,Very Good,G,VVS2,63.5,56.0,2394.6,5.11,5.07,3.23
0.51,Ideal,G,VVS2,62.0,57.0,2394.6,5.13,5.1,3.17
0.5,Very Good,G,VVS1,61.5,56.0,2395.9,5.11,5.14,3.15
0.5,Very Good,G,VVS1,60.9,57.0,2395.9,5.1,5.15,3.12
0.7,Premium,J,VS2,61.2,60.0,2395.9,5.7,5.73,3.5
0.77,Very Good,J,VS2,62.1,62.0,2395.9,5.82,5.87,3.63
0.71,Premium,J,VVS2,60.3,59.0,2395.9,5.79,5.82,3.5
0.7,Good,J,VS2,63.2,61.0,2395.9,5.59,5.62,3.54
0.7,Ideal,J,VS2,61.6,56.0,2395.9,5.65,5.71,3.5
0.7,Premium,J,VVS2,61.9,58.0,2395.9,5.67,5.73,3.53
0.65,Good,F,SI1,58.1,61.0,2395.9,5.66,5.74,3.31
0.53,Very Good,E,VS1,61.7,59.0,2397.2000000000003,5.18,5.2,3.2
0.51,Ideal,G,VVS2,62.1,58.0,2397.2000000000003,5.09,5.12,3.17
0.7,Premium,J,VVS1,60.9,58.0,2397.2000000000003,5.74,5.79,3.51
0.59,Ideal,G,VS2,61.9,56.0,2397.2000000000003,5.39,5.44,3.35
0.5,Ideal,D,VS2,61.7,56.0,2397.2000000000003,5.12,5.14,3.16
0.52,Ideal,E,VS1,61.8,55.0,2397.2000000000003,5.17,5.22,3.21
0.5,Ideal,H,IF,61.1,58.0,2397.2000000000003,5.1,5.14,3.13
0.5,Ideal,H,IF,62.4,54.0,2397.2000000000003,5.1,5.13,3.19
0.58,Good,E,SI1,61.0,62.0,2397.2000000000003,5.36,5.33,3.26
0.7,Premium,J,SI1,62.8,59.0,2397.2000000000003,5.65,5.6,3.53
0.51,Ideal,D,VS1,60.9,57.0,2398.5,5.2,5.17,3.16
0.51,Ideal,D,VS1,61.7,54.0,2398.5,5.15,5.12,3.17
0.55,Ideal,H,VVS1,61.7,55.0,2398.5,5.27,5.3,3.27
0.55,Ideal,H,VVS1,62.4,56.0,2398.5,5.21,5.24,3.26
0.3,Very Good,I,SI1,61.9,61.0,512.2,4.27,4.29,2.65
0.3,Very Good,J,VS1,61.9,56.0,512.2,4.28,4.32,2.66
0.3,Good,I,SI1,63.3,59.0,512.2,4.22,4.25,2.68
0.3,Very Good,I,SI1,61.6,59.0,512.2,4.29,4.34,2.66
0.3,Premium,G,SI2,62.5,59.0,512.2,4.27,4.31,2.68
0.3,Good,I,SI1,63.4,57.0,512.2,4.23,4.25,2.69
0.3,Very Good,J,VS1,62.4,58.0,512.2,4.26,4.3,2.67
0.3,Very Good,F,SI2,62.6,61.0,512.2,4.2,4.24,2.64
0.3,Very Good,J,VS1,63.0,59.0,512.2,4.24,4.27,2.68
0.3,Good,J,VS1,63.5,58.0,512.2,4.24,4.27,2.7
0.3,Good,F,SI2,63.5,57.0,512.2,4.22,4.25,2.69
0.3,Good,J,VS1,63.3,60.0,512.2,4.22,4.25,2.68
0.3,Premium,G,SI2,62.3,59.0,512.2,4.25,4.29,2.66
0.3,Premium,J,VS1,62.6,58.0,512.2,4.27,4.32,2.69
0.3,Good,I,SI1,63.3,59.0,512.2,4.23,4.3,2.7
0.3,Good,F,SI2,63.4,56.0,512.2,4.26,4.29,2.71
0.3,Good,J,VS1,63.4,57.0,512.2,4.23,4.26,2.69
0.3,Very Good,I,SI1,62.2,57.0,512.2,4.25,4.27,2.65
0.3,Very Good,I,SI1,61.4,58.0,512.2,4.3,4.33,2.65
0.3,Very Good,I,SI1,60.5,62.0,512.2,4.33,4.37,2.63
0.3,Very Good,J,VS1,61.2,61.0,512.2,4.3,4.33,2.64
0.31,Ideal,I,SI1,61.3,55.0,513.5,4.39,4.42,2.7
0.25,Ideal,G,SI1,62.6,53.0,513.5,4.04,4.07,2.54
0.23,Good,G,VVS1,56.2,60.0,513.5,4.14,4.19,2.34
0.31,Ideal,J,VS2,62.2,55.0,514.8000000000001,4.32,4.36,2.7
0.31,Ideal,J,VS2,62.3,54.0,514.8000000000001,4.35,4.38,2.72
0.26,Very Good,G,VS2,62.4,57.0,516.1,4.09,4.12,2.56
0.24,Very Good,I,VS1,61.8,56.0,516.1,3.98,4.01,2.46
0.26,Ideal,G,VS2,62.3,54.0,516.1,4.09,4.1,2.55
0.26,Ideal,H,SI1,62.2,54.0,516.1,4.1,4.13,2.56
0.23,Very Good,F,VVS2,61.9,59.0,689.0,3.94,3.97,2.45
0.23,Very Good,F,VVS2,61.5,58.0,689.0,3.9,3.94,2.41
0.23,Very Good,F,VVS2,60.0,57.0,689.0,4.0,4.04,2.41
0.23,Very Good,E,VVS2,59.4,59.0,689.0,4.03,4.08,2.41
0.23,Very Good,E,VVS2,61.5,59.0,689.0,3.95,3.98,2.44
0.23,Very Good,E,VVS2,62.4,59.0,689.0,3.89,3.93,2.44
0.23,Very Good,E,VVS2,61.2,58.0,689.0,3.93,3.98,2.42
0.23,Very Good,E,VVS2,60.9,59.0,689.0,3.96,3.99,2.42
0.23,Very Good,E,VVS2,60.0,56.0,689.0,4.03,4.07,2.43
0.23,Very Good,E,VVS2,62.4,59.0,689.0,3.91,3.94,2.45
0.23,Very Good,D,VVS2,61.0,59.0,689.0,3.95,3.98,2.42
0.23,Very Good,D,VVS2,62.2,58.0,689.0,3.94,3.97,2.46
0.23,Very Good,D,VVS2,61.3,59.0,689.0,3.91,3.99,2.42
0.23,Very Good,D,VVS2,62.5,58.0,689.0,3.92,3.95,2.46
0.23,Very Good,D,VVS2,61.3,58.0,689.0,3.93,3.97,2.42
0.23,Very Good,D,VVS2,62.6,58.0,689.0,3.89,3.94,2.45
0.23,Very Good,D,VVS2,61.9,58.0,689.0,3.91,3.94,2.43
0.23,Very Good,D,VVS2,62.0,58.0,689.0,3.94,3.96,2.45
0.23,Very Good,D,VVS2,61.4,58.0,689.0,3.92,3.96,2.42
0.23,Very Good,F,VVS1,59.3,58.0,689.0,4.02,4.04,2.39
0.23,Very Good,F,VVS1,61.4,58.0,689.0,3.93,3.95,2.42
0.23,Very Good,E,VVS1,61.3,59.0,689.0,3.93,3.97,2.42
0.23,Very Good,E,VVS1,60.9,58.0,689.0,3.95,3.96,2.41
0.23,Very Good,E,VVS1,62.9,59.0,689.0,3.93,3.95,2.48
0.23,Very Good,E,VVS1,60.0,59.0,689.0,3.97,4.03,2.4
0.23,Very Good,E,VVS1,63.5,54.0,689.0,3.92,3.95,2.5
0.23,Very Good,E,VVS1,61.4,59.0,689.0,3.93,3.99,2.43
0.23,Very Good,E,VVS1,62.3,58.0,689.0,3.88,3.99,2.45
0.23,Very Good,E,VVS1,61.8,59.0,689.0,3.9,3.93,2.42
0.23,Very Good,E,VVS1,62.1,58.0,689.0,3.9,3.93,2.43
0.59,Good,E,VS2,61.3,62.0,2398.5,5.36,5.4,3.3
0.5,Ideal,D,VS2,62.3,55.0,2398.5,5.11,5.07,3.17
0.5,Premium,D,VS2,61.2,60.0,2398.5,5.12,5.08,3.12
0.5,Premium,D,VS2,61.4,59.0,2398.5,5.15,5.11,3.15
0.5,Premium,D,VS2,61.1,58.0,2398.5,5.12,5.09,3.12
0.5,Premium,D,VS2,62.8,58.0,2398.5,5.08,5.05,3.18
0.5,Ideal,D,VS2,62.5,54.0,2398.5,5.09,5.05,3.17
0.5,Ideal,D,VS2,61.9,57.0,2398.5,5.09,5.06,3.14
0.5,Premium,D,VS2,62.1,58.0,2398.5,5.08,5.03,3.14
0.5,Ideal,D,VS2,62.8,56.0,2398.5,5.08,5.04,3.18
0.5,Premium,D,VS2,61.9,58.0,2398.5,5.1,5.04,3.14
0.5,Ideal,D,VS2,62.6,56.0,2398.5,5.08,5.05,3.17
0.5,Premium,D,VS2,62.9,61.0,2398.5,5.03,4.96,3.14
0.5,Premium,D,VS2,62.8,58.0,2398.5,5.07,5.03,3.17
0.5,Ideal,E,VS2,63.8,54.0,2398.5,5.07,5.05,3.23
0.5,Premium,D,VS2,60.2,57.0,2398.5,5.21,5.15,3.12
0.56,Ideal,D,VS2,62.7,57.0,2399.8,5.28,5.25,3.3
0.54,Ideal,H,VVS1,61.7,57.0,2399.8,5.23,5.24,3.23
0.5,Premium,H,IF,60.3,58.0,2399.8,5.14,5.18,3.11
0.54,Very Good,H,VVS1,62.0,57.0,2399.8,5.2,5.25,3.24
0.72,Premium,J,VS2,61.4,58.0,2399.8,5.74,5.76,3.53
0.54,Ideal,H,VVS1,61.8,55.0,2399.8,5.21,5.24,3.23
0.54,Ideal,H,VVS1,61.1,57.0,2399.8,5.22,5.26,3.2
0.54,Ideal,H,VVS1,60.4,55.0,2399.8,5.27,5.32,3.2
0.54,Ideal,H,VVS1,60.3,56.0,2399.8,5.28,5.33,3.2
0.69,Good,I,VS1,61.6,61.9,2399.8,5.65,5.68,3.48
0.78,Premium,H,SI2,61.1,59.0,2399.8,5.91,5.88,3.6
0.63,Premium,E,SI1,58.8,59.0,2399.8,5.68,5.62,3.32
0.52,Very Good,D,VS2,62.9,59.0,2401.1,5.11,5.13,3.22
0.5,Very Good,D,VS1,62.3,57.0,2401.1,5.04,5.07,3.15
0.52,Ideal,G,VVS2,61.4,57.0,2401.1,5.17,5.19,3.18
0.54,Ideal,E,VS2,61.8,55.0,2401.1,5.26,5.24,3.24
0.54,Ideal,G,VS1,61.9,54.0,2401.1,5.25,5.28,3.26
0.57,Ideal,F,VS2,61.7,57.0,2401.1,5.36,5.33,3.3
0.57,Premium,F,VS2,60.3,58.0,2401.1,5.44,5.4,3.27
0.57,Ideal,D,SI1,62.4,56.0,2401.1,5.32,5.29,3.31
0.57,Ideal,D,SI1,61.0,57.0,2401.1,5.34,5.31,3.25
0.57,Premium,D,SI1,61.1,56.0,2401.1,5.38,5.33,3.27
0.54,Ideal,G,VS1,61.3,57.0,2401.1,5.28,5.25,3.23
0.54,Ideal,G,VS1,62.3,55.0,2401.1,5.24,5.2,3.25
0.54,Ideal,G,VS1,62.0,56.0,2401.1,5.24,5.21,3.24
0.54,Ideal,G,VS1,61.8,54.0,2401.1,5.24,5.22,3.23
0.54,Premium,G,VS1,61.1,59.0,2401.1,5.26,5.22,3.2
0.54,Premium,G,VS1,61.6,56.0,2401.1,5.26,5.23,3.23
0.54,Ideal,E,VS2,60.5,56.0,2401.1,5.28,5.26,3.19
0.54,Premium,E,VS2,59.2,58.0,2401.1,5.35,5.32,3.16
0.54,Ideal,E,VS2,61.0,56.0,2401.1,5.28,5.25,3.21
0.54,Ideal,E,VS2,61.9,55.0,2401.1,5.24,5.2,3.23
0.54,Ideal,E,VS2,62.2,55.0,2401.1,5.24,5.21,3.25
0.54,Ideal,E,VS2,61.4,57.0,2401.1,5.25,5.21,3.21
0.54,Ideal,E,VS2,61.7,55.0,2401.1,5.27,5.24,3.24
0.54,Ideal,E,VS2,60.8,57.0,2401.1,5.29,5.24,3.2
0.54,Ideal,E,VS2,61.9,57.0,2401.1,5.23,5.2,3.23
0.57,Premium,D,SI1,60.2,60.0,2401.1,5.36,5.34,3.22
0.52,Ideal,H,VVS1,61.7,55.0,2401.1,5.2,5.17,3.2
0.57,Good,D,SI1,62.2,64.0,2401.1,5.29,5.23,3.27
0.54,Premium,D,VS1,60.5,58.0,2401.1,5.27,5.21,3.17
0.55,Premium,G,SI1,60.2,59.0,2402.4,5.32,5.28,3.19
0.7,Premium,D,SI2,58.6,60.0,2402.4,5.89,5.78,3.42
0.55,Ideal,D,VS2,61.7,57.0,2402.4,5.21,5.26,3.23
0.53,Ideal,H,VS1,60.8,57.0,2402.4,5.24,5.29,3.2
0.5,Ideal,D,SI1,61.8,55.0,2402.4,5.11,5.15,3.17
0.7,Fair,I,SI1,62.0,67.0,2402.4,5.54,5.5,3.42
0.56,Premium,E,SI1,61.5,60.0,2402.4,5.3,5.27,3.25
0.5,Very Good,F,VS1,61.4,58.0,2403.7000000000003,5.05,5.14,3.13
0.51,Very Good,D,VS1,62.4,58.0,2403.7000000000003,5.13,5.16,3.21
0.54,Ideal,F,VS1,60.7,59.0,2403.7000000000003,5.27,5.3,3.21
0.52,Fair,G,IF,65.5,55.0,2403.7000000000003,4.98,5.06,3.29
0.5,Ideal,F,VVS2,62.3,57.0,2405.0,5.06,5.08,3.16
0.62,Good,G,VS2,61.0,62.0,2405.0,5.41,5.5,3.33
0.57,Ideal,E,VS2,61.8,55.0,2406.3,5.34,5.38,3.31
0.57,Premium,E,VS2,61.0,58.0,2406.3,5.31,5.34,3.25
0.57,Ideal,G,VS1,62.1,56.0,2406.3,5.3,5.33,3.3
0.57,Ideal,G,VS1,62.0,55.0,2406.3,5.29,5.35,3.3
0.57,Ideal,E,VS2,61.7,56.0,2406.3,5.34,5.36,3.3
0.57,Ideal,G,VS1,61.3,56.0,2406.3,5.34,5.36,3.28
0.57,Ideal,E,VS2,61.9,57.0,2406.3,5.29,5.31,3.28
0.57,Premium,E,VS2,61.4,58.0,2406.3,5.32,5.37,3.28
0.57,Premium,G,VS1,62.4,58.0,2406.3,5.29,5.32,3.31
0.57,Ideal,E,VS2,61.6,56.0,2406.3,5.33,5.38,3.3
0.57,Ideal,E,VS2,61.8,56.0,2406.3,5.29,5.33,3.28
0.57,Very Good,E,VS2,62.9,57.0,2406.3,5.26,5.29,3.32
0.7,Good,F,SI2,64.3,57.0,2406.3,5.6,5.53,3.58
0.7,Good,F,SI2,64.1,55.0,2406.3,5.58,5.52,3.56
0.51,Ideal,E,VS1,61.8,56.0,2406.3,5.17,5.19,3.2
0.51,Ideal,E,VS1,61.5,56.0,2406.3,5.16,5.11,3.16
0.53,Very Good,E,VS2,60.1,59.0,2407.6,5.24,5.27,3.16
0.53,Very Good,E,VS1,58.5,61.0,2407.6,5.28,5.39,3.12
0.54,Ideal,G,VVS2,60.8,56.0,2407.6,5.28,5.31,3.22
0.51,Ideal,G,VS1,61.8,56.0,2407.6,5.1,5.15,3.17
0.51,Ideal,G,VS1,60.2,56.0,2407.6,5.2,5.24,3.14
0.55,Very Good,F,VS1,60.7,60.0,2408.9,5.29,5.32,3.22
0.65,Premium,F,VS2,59.0,62.0,2408.9,5.68,5.65,3.34
0.57,Ideal,E,VS2,62.5,56.0,2408.9,5.3,5.33,3.32
0.72,Ideal,J,SI1,61.7,56.0,2408.9,5.77,5.81,3.57
0.71,Premium,J,SI1,61.0,61.0,2408.9,5.71,5.66,3.47
0.55,Ideal,G,VS2,60.4,56.0,2410.2000000000003,5.38,5.31,3.23
0.5,Ideal,D,VS2,60.7,57.0,2410.2000000000003,5.12,5.22,3.14
0.7,Very Good,J,VS1,59.6,62.0,2411.5,5.7,5.77,3.42
0.56,Ideal,G,VS1,60.7,55.0,2411.5,5.33,5.36,3.25
0.53,Ideal,F,VS1,61.5,56.0,2412.8,5.26,5.22,3.22
0.7,Very Good,I,SI1,61.6,63.0,2412.8,5.68,5.59,3.47
0.7,Good,H,SI2,63.8,57.0,2412.8,5.58,5.55,3.55
0.55,Ideal,G,VS1,61.5,57.0,2412.8,5.28,5.23,3.23
0.55,Ideal,E,VS1,61.5,57.0,2414.1,5.27,5.23,3.23
0.59,Very Good,E,VS2,61.7,60.0,2414.1,5.36,5.4,3.32
0.53,Premium,D,VS2,60.4,58.0,2414.1,5.23,5.26,3.17
0.53,Ideal,D,VS2,61.2,56.0,2414.1,5.2,5.23,3.19
0.53,Ideal,D,VS2,62.3,56.0,2414.1,5.14,5.17,3.21
0.53,Ideal,D,VS2,62.2,56.0,2414.1,5.16,5.19,3.22
0.53,Ideal,D,VS2,62.1,55.0,2414.1,5.17,5.2,3.22
0.53,Ideal,D,VS2,61.7,55.0,2414.1,5.21,5.23,3.22
0.53,Ideal,D,VS2,61.2,57.0,2414.1,5.2,5.26,3.2
0.53,Ideal,D,VS2,62.6,56.0,2414.1,5.14,5.18,3.23
0.53,Very Good,E,VS2,62.3,56.7,2414.1,5.19,5.23,3.25
0.53,Ideal,D,VS2,60.2,57.0,2414.1,5.24,5.26,3.16
0.53,Ideal,D,VS2,61.4,55.0,2414.1,5.21,5.25,3.21
0.53,Ideal,D,VS2,60.6,57.0,2414.1,5.24,5.28,3.19
0.53,Premium,D,VS2,61.5,58.0,2414.1,5.2,5.24,3.21
0.53,Ideal,D,VS2,61.5,56.0,2414.1,5.17,5.23,3.2
0.53,Ideal,D,VS2,61.4,56.0,2414.1,5.2,5.23,3.2
0.53,Ideal,D,VS2,61.2,55.0,2414.1,5.21,5.25,3.2
0.55,Ideal,F,VS1,61.0,55.0,2414.1,5.29,5.33,3.24
0.5,Ideal,G,SI1,60.2,57.0,2414.1,5.16,5.2,3.12
0.52,Ideal,G,VVS2,60.9,56.0,2415.4,5.22,5.26,3.19
0.5,Ideal,G,VVS2,62.8,57.0,2415.4,5.07,5.05,3.18
0.5,Good,G,VVS2,63.6,57.0,2415.4,5.08,5.04,3.22
0.75,Premium,D,SI2,61.3,59.0,2415.4,5.88,5.83,3.59
0.72,Premium,I,SI1,60.8,58.0,2415.4,5.83,5.78,3.53
0.51,Ideal,G,VVS2,62.2,53.4,2416.7000000000003,5.11,5.15,3.19
0.76,Ideal,J,SI1,61.9,53.0,2416.7000000000003,5.85,5.92,3.64
0.75,Very Good,J,SI1,61.7,56.0,2416.7000000000003,5.81,5.92,3.62
0.64,Ideal,E,SI1,62.7,57.0,2416.7000000000003,5.54,5.47,3.45
0.48,Ideal,G,IF,61.6,54.0,2416.7000000000003,5.03,5.1,3.12
0.52,Very Good,D,VS1,62.6,59.0,2418.0,5.03,5.13,3.18
0.7,Good,E,SI2,62.2,63.0,2418.0,5.65,5.6,3.5
0.61,Very Good,G,VS2,62.0,57.0,2419.3,5.44,5.47,3.38
0.71,Very Good,J,SI1,59.1,61.0,2419.3,5.82,5.85,3.45
0.6,Ideal,G,VS2,60.4,57.0,2419.3,5.49,5.51,3.32
0.6,Ideal,G,VS2,62.0,54.0,2419.3,5.43,5.47,3.38
0.59,Good,F,VS1,60.5,61.0,2419.3,5.43,5.5,3.31
0.65,Ideal,E,SI1,61.8,55.0,2420.6,5.57,5.6,3.45
0.58,Premium,E,VS2,59.4,60.0,2420.6,5.47,5.43,3.24
0.6,Good,E,SI1,62.7,60.1,2421.9,5.31,5.36,3.35
0.69,Premium,H,VS2,60.8,59.0,2421.9,5.77,5.74,3.5
0.83,Ideal,H,SI2,61.8,57.0,2421.9,6.08,5.99,3.73
0.57,Ideal,D,VS2,62.1,56.0,2423.2000000000003,5.29,5.34,3.3
0.72,Ideal,J,SI1,61.8,54.0,2423.2000000000003,5.76,5.8,3.57
0.72,Ideal,J,SI1,61.9,54.0,2423.2000000000003,5.76,5.8,3.58
0.72,Ideal,J,SI1,62.3,56.0,2423.2000000000003,5.75,5.78,3.59
0.56,Premium,E,VS2,61.1,57.0,2423.2000000000003,5.38,5.33,3.27
0.49,Very Good,G,IF,59.7,56.0,2424.5,5.16,5.19,3.09
0.53,Ideal,G,VVS2,60.0,57.0,2424.5,5.27,5.29,3.17
0.5,Ideal,G,VVS1,62.2,55.0,2424.5,5.09,5.14,3.18
0.5,Ideal,G,VVS1,62.1,53.5,2424.5,5.08,5.13,3.17
0.5,Ideal,G,VVS1,61.8,54.0,2424.5,5.13,5.16,3.18
0.55,Ideal,F,VS2,61.4,57.0,2424.5,5.29,5.25,3.24
0.57,Ideal,D,VS2,61.7,57.0,2424.5,5.3,5.33,3.28
0.47,Ideal,H,IF,61.9,56.0,2424.5,4.99,5.02,3.1
0.47,Ideal,H,IF,62.4,57.0,2424.5,4.97,5.0,3.11
0.7,Fair,H,SI1,65.5,57.0,2424.5,5.59,5.55,3.65
0.7,Good,H,SI1,64.2,58.0,2424.5,5.62,5.59,3.6
0.7,Fair,H,SI1,65.3,55.0,2424.5,5.58,5.54,3.63
0.58,Ideal,F,VS1,61.9,54.0,2424.5,5.37,5.33,3.31
0.74,Fair,E,I1,58.2,65.0,2424.5,6.03,5.89,3.47
0.56,Premium,D,SI1,62.3,58.0,2424.5,5.28,5.21,3.27
0.74,Good,G,SI1,64.2,59.0,2424.5,5.69,5.62,3.63
0.74,Good,G,SI1,63.6,58.0,2424.5,5.73,5.71,3.64
0.72,Ideal,G,SI2,61.8,57.0,2425.8,5.73,5.69,3.53
0.72,Very Good,J,SI1,61.1,57.0,2425.8,5.75,5.8,3.53
0.59,Premium,I,IF,61.2,58.0,2425.8,5.38,5.41,3.3
0.54,Ideal,F,VS1,60.9,57.0,2425.8,5.26,5.21,3.19
0.6,Ideal,F,VS2,62.1,57.0,2425.8,5.39,5.37,3.34
0.67,Very Good,H,VS2,62.9,55.0,2427.1,5.56,5.6,3.51
0.55,Very Good,D,VS2,59.8,57.0,2427.1,5.31,5.35,3.19
0.5,Ideal,G,VVS2,61.4,56.0,2427.1,5.13,5.17,3.16
0.53,Ideal,G,VVS2,61.9,54.0,2427.1,5.2,5.23,3.23
0.7,Very Good,I,VS2,62.8,55.0,2427.1,5.63,5.67,3.55
